Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  CEREB_d1_m6-glob-001.txt
Log File Name:                   CEREB_d1_m6-glob-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2243114807
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   CEREB_d1_m6-glob-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.111269
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.79 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	576.522687	1	-0.829743645330	0.982439195286	0.027743927579	0.000103424174	0.987348045788	N\A	0.023003458975	0.016493989478	31	0	0.011458405071	Global Trend	
1050000	572.404736	1	-0.756470369687	0.955864632397	0.045838215233	0.000082281740	0.999287483769	N\A	0.012729566147	0.012480063640	36	0	0.138511272168	Global Trend	
1100000	564.744684	1	-0.775042167484	0.937229591050	0.063868004356	0.000072312221	0.988728932256	N\A	0.020458537503	0.015001048317	33	1	0.008820092458	Global Trend	
1150000	577.187305	1	-0.730152404473	0.952761844328	0.051758851639	0.000102722787	0.998297281404	N\A	0.012554547509	0.011775817090	36	0	0.105210871538	Global Trend	
1200000	576.081355	1	-0.809169608179	0.965958173142	0.052038817926	0.000069133082	0.988117675105	N\A	0.021974831659	0.015601002677	38	1	0.012832647430	Global Trend	
1250000	572.758612	1	-0.783215504697	0.949235561372	0.050720993490	0.000091185885	0.999993827803	N\A	0.012890384312	0.012889544412	36	0	-1.298867945735	Global Trend	
1300000	579.391141	1	-0.774390049084	0.982540839104	0.019484421692	0.000072359318	0.999760629485	N\A	0.012110872825	0.012057148690	45	0	0.173026975149	Global Trend	
1350000	566.675068	1	-0.778257584022	0.947859190083	0.056930555841	0.000082198985	0.990641226794	N\A	0.018939968785	0.014825940614	42	0	0.025098718169	Global Trend	
1400000	568.402579	1	-0.845125243267	0.962436821811	0.041345925821	0.000148953205	0.996437556440	N\A	0.015089103103	0.013477972621	41	1	-0.090296681895	Global Trend	
1450000	563.504876	1	-0.791631369870	0.964652730892	0.034997852856	0.000066500417	0.999912030782	N\A	0.012524853264	0.012486516391	39	2	-0.255641288945	Global Trend	
1500000	569.053127	1	-0.706271643053	0.932880809722	0.062471696078	0.000085883238	0.997680744604	N\A	0.013469439941	0.012610192932	42	1	-0.056890402657	Global Trend	
1550000	575.888519	1	-0.790264035678	0.982563475263	0.036478649438	0.000076570656	0.991580842778	N\A	0.018007353351	0.013966148938	39	0	0.025745652386	Global Trend	
1600000	567.926978	1	-0.824916467288	0.965821477118	0.040377021830	0.000070099758	0.986322327517	N\A	0.025481121211	0.017678833109	34	0	-0.001617256023	Global Trend	
1650000	579.912767	1	-0.802751961103	0.964582795526	0.034999434516	0.000103430663	0.995050486150	N\A	0.016177854107	0.014153203112	44	0	-0.060860030424	Global Trend	
1700000	570.171565	1	-0.790907078728	0.959704805369	0.043241280085	0.000079165237	0.992399387277	N\A	0.016966314795	0.013772457314	38	0	0.024599834460	Global Trend	
1750000	574.602971	1	-0.776523641000	0.963335066430	0.042702749821	0.000220009246	0.989926307564	N\A	0.019349355156	0.015022694327	36	0	0.055634766011	Global Trend	
1800000	562.418175	1	-0.823790677529	0.989743629246	0.010094515995	0.000090271505	0.999947116789	N\A	0.013921196575	0.013904085130	40	0	-0.623810247449	Global Trend	
1850000	571.061744	1	-0.787018352115	0.955639637189	0.043420449264	0.000094696893	0.995564960316	N\A	0.014665979291	0.013031151821	29	1	-0.049565155228	Global Trend	
1900000	570.798716	1	-0.722988760018	0.933376362873	0.070082023882	0.000066431255	0.998880152171	N\A	0.010348706257	0.009774705974	36	0	0.087800573260	Global Trend	
1950000	571.847939	1	-0.928725363294	0.966055044530	0.038510634539	0.000110827501	0.999531192098	N\A	0.012496242425	0.012235477862	37	0	-0.192341615606	Global Trend	
2000000	568.665520	1	-0.763049156668	0.925144422303	0.073838654421	0.000077908959	0.992322847257	N\A	0.017188940836	0.013661314325	33	1	-0.018846667945	Global Trend	
2050000	564.623546	1	-0.779061989501	0.942948441182	0.051472499765	0.000119932104	0.986344505709	N\A	0.024876692669	0.017497952122	31	0	-0.004985743122	Global Trend	
2100000	574.659176	1	-0.771647075722	0.940459280627	0.058338553856	0.000107591248	0.996746198747	N\A	0.014004042776	0.012304459948	34	0	-0.064419066738	Global Trend	
2150000	576.530864	1	-0.759700972124	0.950193061513	0.049584146099	0.000092570361	0.999975661322	N\A	0.012934956611	0.012923602949	36	0	-0.983440874814	Global Trend	
2200000	572.532615	1	-0.847330238692	0.960943974203	0.043988351433	0.000096627126	0.994258764196	N\A	0.015740827705	0.013412323242	40	1	-0.044004467165	Global Trend	
2250000	580.793343	1	-0.803791556590	0.945426103575	0.053130555222	0.000071810116	0.997783705753	N\A	0.012788178843	0.011873251059	44	0	0.070643595529	Global Trend	
2300000	573.474763	1	-0.805245007132	0.974233471113	0.033311980901	0.000094188430	0.989315677536	N\A	0.020825357457	0.016182372855	27	0	0.024499694935	Global Trend	
2350000	574.277262	1	-0.747480316020	0.965382528353	0.035618447932	0.000103687299	0.999913440210	N\A	0.012622565188	0.012601114996	33	2	0.405480532352	Global Trend	
2400000	571.297871	1	-0.826615099726	0.952677291434	0.050484206064	0.000064200404	0.994017476637	N\A	0.016842096896	0.014234352178	28	0	-0.040934475576	Global Trend	
2450000	578.624000	1	-0.825444679139	0.962448971792	0.042793770707	0.000079775980	0.989003839680	N\A	0.022258118214	0.015534284376	22	2	-0.008490815447	Global Trend	
2500000	566.985753	1	-0.815575720199	0.959363601135	0.040031675449	0.000063888505	0.998820099340	N\A	0.013696160259	0.013401554972	36	0	0.076016996936	Global Trend	
2550000	561.284448	1	-0.791507727117	0.941750366413	0.060992081044	0.000058643936	0.983477264433	N\A	0.025332946781	0.017615801095	37	0	0.005291579503	Global Trend	
2600000	570.307733	1	-0.752430613903	0.968299335269	0.036186965847	0.000076558829	0.998530408476	N\A	0.012187339425	0.011554378774	38	0	0.092180004466	Global Trend	
2650000	568.617158	1	-0.772388565507	0.954010877221	0.050050021947	0.000083231290	0.995508058401	N\A	0.014730400472	0.012977156584	35	1	0.051998733703	Global Trend	
2700000	563.219712	1	-0.754620789127	0.940200132419	0.056178741654	0.000066454147	0.996194340864	N\A	0.015885379471	0.014480043670	32	0	-0.031938311011	Global Trend	
2750000	563.525776	1	-0.705205834266	0.935012732295	0.065551814219	0.000078616275	0.999977033982	N\A	0.013231283565	0.013236753048	31	0	0.713657891197	Global Trend	
2800000	570.327518	1	-0.825057654311	0.973266727482	0.036012697690	0.000077796939	0.986989023330	N\A	0.022283815432	0.016129478346	38	1	0.007984947383	Global Trend	
2850000	574.494823	1	-0.845809283119	0.967342431028	0.042150865277	0.000082956199	0.986908781669	N\A	0.021955219622	0.015786488371	34	1	-0.010597686124	Global Trend	
2900000	571.512969	1	-0.780842852261	0.951971491327	0.049969408459	0.000067726696	0.997492018827	N\A	0.012068204687	0.011140581027	35	1	0.057580954832	Global Trend	
2950000	574.664911	1	-0.818929580536	0.954829758755	0.045483303286	0.000090632957	0.999796556304	N\A	0.012336515971	0.012255626866	38	2	-0.283888440938	Global Trend	
3000000	577.931719	1	-0.858071206805	0.976045542325	0.038605730844	0.000099522550	0.985153389085	N\A	0.023093242161	0.016066359802	26	1	-0.001570421934	Global Trend	
3050000	570.815997	1	-0.868144372642	0.958625126352	0.054260917156	0.000085624051	0.984929900104	N\A	0.023629607464	0.017148281961	32	1	-0.012777546028	Global Trend	
3100000	573.097140	1	-0.862133369336	0.989630204675	0.027980405073	0.000083508026	0.985274024304	N\A	0.022109981762	0.015540950006	26	1	0.004464302080	Global Trend	
3150000	557.590499	1	-0.861697590714	0.976787565970	0.023039193295	0.000070896276	0.999991767497	N\A	0.013572297634	0.013565796069	39	1	1.077890072261	Global Trend	
3200000	566.048333	1	-0.792000172391	0.944701125279	0.055581134832	0.000086246034	0.997271181681	N\A	0.015163402666	0.014156919032	32	0	-0.069478734623	Global Trend	
3250000	568.760049	1	-0.889455291434	0.994383608145	0.021404764254	0.000067304188	0.984129860293	N\A	0.022764527922	0.016178652148	34	2	-0.002723000545	Global Trend	
3300000	561.751127	1	-0.839886841695	0.992825712273	0.011414428233	0.000079186821	0.986479907764	N\A	0.020373323469	0.015372918131	35	0	0.013269884564	Global Trend	
3350000	561.896128	1	-0.798344204133	0.938231091442	0.061913276541	0.000057630212	0.999965698997	N\A	0.011512899615	0.011498437325	35	2	-0.418906311406	Global Trend	
3400000	569.910004	1	-0.870662464851	0.982321959911	0.033126355480	0.000075551089	0.984154211415	N\A	0.022632724308	0.015779503193	44	0	-0.004452256230	Global Trend	
3450000	576.640387	1	-0.780648682969	0.941109684517	0.047446037474	0.000093781311	0.986057484068	N\A	0.023207890421	0.016232520675	39	2	0.002349912961	Global Trend	
3500000	564.364247	1	-0.904964335667	1.008405216236	0.007080649725	0.000103641058	0.984187460759	N\A	0.023523149204	0.016754098814	35	2	-0.007101184459	Global Trend	
3550000	578.822487	1	-0.788104661336	0.933189000828	0.074062465777	0.000048109251	0.985530173975	N\A	0.023616078172	0.016778822412	35	1	-0.000049135381	Global Trend	
3600000	565.618999	1	-0.745766465812	0.953005959225	0.048939658628	0.000076282221	0.999651899794	N\A	0.013741515500	0.013633162630	42	1	0.160521496257	Global Trend	
3650000	570.756176	1	-0.758261156965	0.982003608068	0.022830575151	0.000085690174	0.998629831256	N\A	0.012901640825	0.012254964644	42	2	0.108094884801	Global Trend	
3700000	566.513163	1	-0.795303101154	0.950559544364	0.049849195211	0.000076809995	0.996863578512	N\A	0.014768361281	0.013805226935	37	3	0.066859792574	Global Trend	
3750000	577.079655	1	-0.733505789028	0.941252291719	0.063758045866	0.000084020889	0.995728441394	N\A	0.015259705191	0.013771273615	26	0	0.077042883268	Global Trend	
