Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  DIE_d1_m7-fab-005.txt
Log File Name:                   DIE_d1_m7-fab-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2153077203
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   DIE_d1_m7-fab-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.175894
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	743.236536	1	-0.973823389969	0.925555506308	0.068954587541	-0.005158537944	0.000020931396	0.992960243486	N\A	0.016449589620	0.014311997739	0.002114600542	40	3	
1050000	726.910577	1	-0.922315686063	0.888769167225	0.098314527140	-0.005431767856	0.000027491725	0.993395726391	N\A	0.013845866149	0.014734833869	0.002195970067	33	3	
1100000	736.058757	1	-0.982882700855	0.930092810920	0.066011572778	-0.005002258032	0.000024199597	0.992258467972	N\A	0.016502656621	0.015359547246	0.002140269208	27	3	
1150000	736.059315	1	-1.029214682779	0.954983307233	0.052809897014	-0.006452321980	0.000029680008	0.993240084171	N\A	0.015113354770	0.015018798094	0.002101677463	33	3	
1200000	724.289630	1	-0.957953536276	0.908474870203	0.092402443741	-0.006774496982	0.000034761888	0.992272981730	N\A	0.018522667578	0.016346228045	0.002179715311	44	3	
1250000	724.697235	1	-0.961042286569	0.916086638958	0.086097515803	-0.008513920033	0.000023350945	0.992243462140	N\A	0.016512201457	0.015509151113	0.002066980029	41	3	
1300000	730.162239	1	-1.028498414771	0.958812031514	0.045934756694	-0.006108960470	0.000029003347	0.991800707886	N\A	0.017268250009	0.015769165950	0.002161616594	32	4	
1350000	735.197892	1	-1.003597025041	0.934506807848	0.082344367308	-0.011453529078	0.000024024134	0.993596036666	N\A	0.015138387282	0.014239458945	0.001994511746	29	3	
1400000	730.390622	1	-0.970883373999	0.918008886548	0.089408775464	-0.009963229090	0.000026392637	0.992016348006	N\A	0.017295176422	0.015312707853	0.001984399067	29	3	
1450000	718.592906	1	-0.985822399211	0.933224703530	0.070283146975	-0.007948324124	0.000023716448	0.992608496648	N\A	0.016633675104	0.015038543795	0.002152318696	40	3	
