Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MED_d1_m7-glob-002.txt
Log File Name:                   MED_d1_m7-glob-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3474134735
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MED_d1_m7-glob-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.275310
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	620.004408	1	-0.176012729562	0.623796689681	0.222855159077	-0.011457017276	0.000114594436	0.982635677134	N\A	0.025835153267	0.022465395003	0.002944958871	41	4	-0.000984036254	Global Trend	
1050000	613.124042	1	-0.194290685946	0.563771723902	0.277225395566	-0.011175014474	0.000074987320	0.981625915925	N\A	0.026106046049	0.023287768162	0.003107131815	57	5	-0.000469675624	Global Trend	
1100000	613.854124	1	-0.264451212936	0.635077998192	0.231676977578	-0.011843919489	0.000063124549	0.982460948785	N\A	0.025668123101	0.023178162952	0.002934394277	44	3	0.000181644614	Global Trend	
1150000	609.158255	1	-0.244826477064	0.643608610184	0.254498127644	-0.017981804897	0.000093425843	0.987372033620	N\A	0.025582446305	0.021559602591	0.002592775484	50	1	-0.002577151461	Global Trend	
1200000	613.477145	1	0.013909519938	0.504370776892	0.345469635143	-0.019599364114	0.000056338265	0.984139558191	N\A	0.024481658690	0.021436504512	0.002561379536	40	3	-0.001539391303	Global Trend	
1250000	608.247917	1	-0.177889906445	0.608730880588	0.231861625100	-0.009599651388	0.000081014306	0.980142154837	N\A	0.026790079695	0.023070909208	0.002928013303	38	3	0.000111864295	Global Trend	
1300000	601.152991	1	-0.072519133618	0.530198714040	0.334957846658	-0.020473502923	0.000063556882	0.987467030612	N\A	0.022787750268	0.021025779312	0.002570399036	41	3	-0.000542915804	Global Trend	
1350000	607.565181	1	-0.073937982791	0.567166514577	0.255218054709	-0.007218088389	0.000046001501	0.980515466113	N\A	0.023965220367	0.021920428664	0.002748365325	44	3	-0.000410907445	Global Trend	
1400000	597.655531	1	-0.106120776239	0.605051349270	0.227362993899	-0.007049000193	0.000039389096	0.979327775133	N\A	0.025869760986	0.024002433323	0.003208325385	46	2	-0.000817142194	Global Trend	
1450000	617.134843	1	-0.215694985321	0.626673450170	0.232905469971	-0.011378839068	0.000216947539	0.980733644677	N\A	0.025757028572	0.022654442043	0.002756118029	39	4	0.002560552099	Global Trend	
1500000	598.267893	1	-0.047450935694	0.565826263460	0.274971959388	-0.012618014888	0.000102182133	0.977013015148	N\A	0.029062848903	0.025771039804	0.003113206195	27	4	-0.002163158807	Global Trend	
1550000	602.141104	1	-0.218666313244	0.593018819877	0.281250564129	-0.017274316449	0.000121044298	0.980439951762	N\A	0.026826411625	0.023453204102	0.002819007758	34	5	0.001633180584	Global Trend	
