Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MOB_d1_m8-fab-001.txt
Log File Name:                   MOB_d1_m8-fab-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1254937679
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MOB_d1_m8-fab-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.114840
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.79 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	312.082528	1	-1.404133078419	1.243108722406	-0.080236905287	0.156352732350	0.000454396120	0.920843999280	N\A	0.085268501896	0.012398626913	0.036712579731	39	20	
1050000	330.351476	1	-1.334675157094	1.216599422270	-0.082413368013	0.176849913049	0.000215433673	0.928459694468	N\A	0.077881223489	0.008839115896	0.028625724749	45	23	
1100000	309.356270	1	-1.653340985735	1.428681986821	-0.062629177832	-0.049742765636	0.000318258738	0.927255503862	N\A	0.078993009289	0.011546287467	0.034246687175	48	16	
1150000	300.680054	1	-1.449242627063	1.271475996920	-0.079429078743	0.131047112827	0.000384107395	0.923311811825	N\A	0.079686651130	0.013010644749	0.032990184874	38	21	
1200000	295.769648	1	-1.545199275045	1.344595177496	-0.091115840051	0.149122534103	0.000194291154	0.921952947035	N\A	0.089275853517	0.014006879738	0.035470116958	42	25	
1250000	310.209283	1	-1.640477991170	1.437307321106	-0.115944140451	0.158378882850	0.000270214193	0.962961408440	N\A	0.083452048709	0.012284413108	0.020197101389	29	15	
1300000	295.271498	1	-1.086876839252	1.085546693689	-0.085365062415	0.260077157828	0.000343305115	0.918333007233	N\A	0.103389663349	0.012987385772	0.035173799344	37	15	
1350000	298.865814	1	-1.370057236390	1.148495045958	-0.068415394098	0.167544158365	0.000209792794	0.927422188199	N\A	0.089916790632	0.012956579404	0.032125379775	41	18	
1400000	302.906708	1	-1.853733511398	1.509950731768	-0.088895467295	0.003993383365	0.000392931525	0.926980333037	N\A	0.076839793530	0.012250666365	0.033823914323	50	16	
1450000	318.220208	1	-1.566341754963	1.413030954640	-0.109669195945	0.134100293148	0.000102899225	0.925471025459	N\A	0.078682863669	0.009194994169	0.032315128343	29	23	
1500000	290.137413	1	-1.332670774650	1.237827179161	-0.078119202960	0.125026229914	0.000268709536	0.902061459342	N\A	0.093159504692	0.013043935433	0.039677578592	43	21	
1550000	292.428818	1	-1.321954749997	1.183344052058	-0.088540094499	0.202416752485	0.000693532074	0.906775329312	N\A	0.097346137126	0.013572490504	0.045720134329	40	14	
1600000	290.686316	1	-1.669654553899	1.400301623009	-0.117037662559	0.194743905143	0.000142332274	0.903050427780	N\A	0.094276239441	0.013539310209	0.035614741279	31	14	
1650000	294.100044	1	-1.204790998664	1.237961552913	-0.098891677690	0.220043998427	0.000579271144	0.934602195689	N\A	0.081186195289	0.012558539371	0.029708894519	41	19	
1700000	333.182603	1	-1.408198658025	1.226903346012	-0.081406031786	0.164271781346	0.000266066771	0.929576885325	N\A	0.070331053535	0.010471234114	0.031269073510	48	22	
1750000	311.039161	1	-1.277632538486	1.182030752129	-0.048526318957	0.044387148380	0.000110094538	0.922213301189	N\A	0.082282577510	0.011850153248	0.032060011137	39	25	
1800000	330.790401	1	-1.324617415852	1.234433367388	-0.077217624052	0.113351907674	0.000181883533	0.930446234016	N\A	0.071293946499	0.010901797248	0.030432967730	38	20	
1850000	328.805490	1	-1.726785960144	1.441017941542	-0.106162225210	0.138637659961	0.000230000406	0.934323163555	N\A	0.086787435959	0.013455971525	0.028196203105	33	20	
1900000	307.207640	1	-1.742519312974	1.482962768224	-0.123872756468	0.162762045711	0.000174141226	0.927276225615	N\A	0.083471236663	0.013356904888	0.033847438909	42	20	
1950000	313.703620	1	-1.700519030476	1.472169589165	-0.125860104530	0.190013292067	0.000264094053	0.920749097089	N\A	0.080577155845	0.010677754469	0.034687345729	35	24	
2000000	325.688428	1	-1.207739340334	1.127518921857	-0.064523332012	0.176669580737	0.000107738451	0.934817106042	N\A	0.071817596893	0.011686339736	0.033200904118	57	22	
2050000	301.485215	1	-1.197245679677	1.132306113305	-0.053638091310	0.107422394082	0.000404698971	0.933581671990	N\A	0.074632971645	0.011675217980	0.030840447253	42	18	
2100000	311.067340	1	-1.779627522860	1.459203369669	-0.093217348184	0.070433388130	0.000281109356	0.910329465253	N\A	0.087298856216	0.012385892263	0.038283283584	33	21	
2150000	315.895576	1	-1.357144396049	1.266103893954	-0.096120193400	0.199513520968	0.000285026577	0.940456078691	N\A	0.081070721818	0.012127370743	0.027341728866	38	24	
2200000	317.094062	1	-1.531622230392	1.330118903945	-0.088517708621	0.133319668426	0.000230867126	0.930180484475	N\A	0.075139824972	0.011820667010	0.031657083145	44	20	
2250000	296.910331	1	-1.595373684194	1.402725961761	-0.123571723928	0.222316379320	0.000337642503	0.926459452344	N\A	0.083862096017	0.012593441694	0.029232669448	39	14	
2300000	290.965008	1	-1.598123651914	1.381226587686	-0.093574244294	0.121657129466	0.000335027627	0.924516318044	N\A	0.084631040686	0.009927212852	0.028879217410	38	24	
2350000	327.072972	1	-1.628797468647	1.411324694292	-0.090761566289	0.080278638622	0.000015450780	0.932349094358	N\A	0.074149761128	0.009645246306	0.029520182112	36	23	
2400000	341.743605	1	-1.693855800654	1.460507027244	-0.107440822976	0.115787964650	0.000076945828	0.942312470269	N\A	0.077053819912	0.011804466231	0.029187416151	46	26	
2450000	307.230246	1	-1.356997899734	1.275676029433	-0.090533301153	0.165061835977	0.000224875848	0.943245813509	N\A	0.084706782155	0.012389505886	0.025370163757	35	20	
2500000	324.912393	1	-1.681925601129	1.448156514166	-0.114263095783	0.154531117667	0.000254894685	0.938137856166	N\A	0.068750352851	0.011482640659	0.029108831296	36	26	
2550000	314.084972	1	-1.391581770656	1.245648335890	-0.083117005683	0.161429644291	0.000321176225	0.925979376765	N\A	0.081041176558	0.010903818153	0.033247930634	36	19	
2600000	295.640957	1	-1.820870794831	1.521608587568	-0.129522219897	0.172706879076	0.000309051387	0.916178600399	N\A	0.089273259773	0.013957915790	0.036871984086	40	14	
2650000	320.988090	1	-1.307323832258	1.222691689304	-0.084457345369	0.181371603880	0.000287481767	0.950626457019	N\A	0.083542084715	0.012426138408	0.025382552442	49	19	
2700000	322.657889	1	-1.496539271000	1.341883079898	-0.096652927270	0.154955735427	0.000208827228	0.931535303751	N\A	0.083839452333	0.012077946301	0.031385666868	41	22	
2750000	299.680634	1	-1.430456771055	1.307654263740	-0.123698189850	0.282664969446	0.000270288196	0.905379979129	N\A	0.096499936748	0.014330953149	0.038952132969	31	16	
2800000	295.877535	1	-1.636134759553	1.412191910008	-0.111405948417	0.189603389310	0.000242028290	0.923437649019	N\A	0.092090167372	0.013839638050	0.036191053875	48	16	
2850000	300.687547	1	-1.569007017272	1.361309744523	-0.092295006334	0.120482464231	0.000230838143	0.929260568838	N\A	0.079391667027	0.012967565516	0.033320765406	49	20	
2900000	336.095314	1	-1.299543519692	1.182164130945	-0.041556259711	0.021062559961	0.000107159967	0.942475455288	N\A	0.066111544398	0.008895759528	0.029618017429	51	26	
2950000	304.917144	1	-1.642145202398	1.423973595096	-0.124782036565	0.196770859547	0.000276132244	0.931952028424	N\A	0.070528823216	0.012060855041	0.032418252490	46	22	
3000000	316.086636	1	-1.434759840874	1.261384839886	-0.073937962249	0.131029104364	0.000145358341	0.928376617562	N\A	0.082433922584	0.012609082148	0.031297038821	39	21	
3050000	300.628637	1	-1.232610863657	1.183704207079	-0.074416920616	0.162519337647	0.000308012068	0.923143247410	N\A	0.090134256540	0.012616354423	0.030392927110	35	19	
3100000	325.375068	1	-1.724440336467	1.391709901101	-0.071839529946	0.054983157350	0.000367983926	0.936646805410	N\A	0.067780778473	0.008489129681	0.027870928930	40	23	
3150000	353.842248	1	-1.444273677508	1.277484690666	-0.080655204337	0.135385563680	0.000356216250	0.948310905588	N\A	0.069123284608	0.008391956368	0.023415803620	43	26	
3200000	297.605513	1	-1.666776502995	1.367139013677	-0.094599549016	0.098943667104	0.000251400551	0.914993852589	N\A	0.084816536124	0.009300352203	0.030371262490	45	19	
3250000	325.344274	1	-1.340185642167	1.169707148504	-0.077942351509	0.178961641284	0.000273377170	0.932550201905	N\A	0.075687440254	0.009529869032	0.023865274155	43	25	
3300000	325.250137	1	-1.351312094618	1.219586239676	-0.084114260262	0.182943876224	0.000555528500	0.935804545624	N\A	0.076173244108	0.009147782375	0.025940002034	41	21	
3350000	306.950529	1	-1.666571307205	1.420915827040	-0.109444321115	0.165360351414	0.000279115812	0.936318242122	N\A	0.082644141558	0.012174549991	0.029434965319	38	17	
3400000	347.844371	1	-1.639923263886	1.381511238956	-0.094886033425	0.158119615918	0.000183841092	0.929234022235	N\A	0.082137033379	0.012161419300	0.032614567202	30	27	
3450000	327.077853	1	-1.114098822583	1.098677528850	-0.056682129050	0.157768839112	0.000374406759	0.919325128672	N\A	0.084499516744	0.012541041659	0.028787520023	33	22	
3500000	304.750777	1	-1.349236077357	1.258750393371	-0.092833443775	0.188074687044	0.000247354199	0.915993037245	N\A	0.089877447876	0.013699077894	0.035101838236	35	18	
3550000	301.943356	1	-1.490473583803	1.310553170239	-0.099324509583	0.192659525062	0.000293707315	0.912910756006	N\A	0.095339854608	0.013769313612	0.040965313125	32	17	
3600000	305.746404	1	-1.258847180532	1.226246544298	-0.100023307341	0.222507890030	0.000322434716	0.922574091916	N\A	0.080730779153	0.013299011192	0.034340220250	40	16	
3650000	301.266650	1	-1.526712129608	1.333209025346	-0.100497487765	0.165009434655	0.000343944056	0.926557159527	N\A	0.079041429147	0.012279550430	0.028901454530	47	22	
