Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MES_d1_m9-glob-004.txt
Log File Name:                   MES_d1_m9-glob-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3952458551
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MES_d1_m9-glob-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.297316
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.66 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Node	No RJ LS Betas	Global Trend	
3100000	593.232406	1	-0.855337260163	0.949623020943	-0.029046714345	0.087037462145	-0.005988300820	0.000064647564	0.995466419497	N\A	0.021087448583	0.002830083930	0.022154150125	0.003405690647	34	6	0.043947183556	Global Trend	
3150000	586.368190	1	-0.930307137519	0.951121165894	-0.027830950461	0.083990053220	-0.006039141816	0.000144801238	0.999518038278	N\A	0.020983784649	0.002646910475	0.022380855253	0.003701086731	37	5	-0.260160147295	Global Trend	
3200000	579.522480	1	-0.804596130319	0.928823320172	-0.028829418101	0.096736691319	-0.005058132858	0.000022878503	0.993128251066	N\A	0.021919174208	0.002979141111	0.021756585984	0.003434635094	45	5	0.009553731494	Global Trend	
3250000	586.660588	1	-0.988784762369	1.003939277713	-0.032630529172	0.034864649959	0.000367376978	0.000082392940	0.992508364281	N\A	0.023784850060	0.003306200165	0.023967835405	0.003890386279	32	6	-0.034781493761	Global Trend	
3300000	589.868271	1	-0.869447634544	0.953730415542	-0.035235397727	0.081660397107	-0.000206651896	0.000010188786	0.999935117998	N\A	0.021171961431	0.002549570133	0.022647657055	0.003408870944	41	7	0.054245778037	Global Trend	
3350000	585.048562	1	-0.886767284635	0.947240980843	-0.028800711068	0.089164512697	-0.006741129046	0.000033792027	0.999459253228	N\A	0.021306141302	0.002738686258	0.022732192517	0.003724709874	44	7	-0.050768958890	Global Trend	
3400000	601.086562	1	-0.838381575164	0.893164675978	-0.022985550741	0.146747062385	-0.015607683895	0.000053049365	0.999615141805	N\A	0.014460334260	0.002183557825	0.015698562500	0.002874272426	42	7	-0.097575560516	Global Trend	
3450000	591.063482	1	-0.971736579404	0.980112023988	-0.027804970086	0.052191088703	-0.003155503954	0.000086791460	0.999475833671	N\A	0.019359564979	0.002284705804	0.020576333488	0.003071454626	30	7	-0.143685314764	Global Trend	
3500000	596.966689	1	-1.141368100507	1.042060728592	-0.037617417506	0.014765252344	0.003777133769	0.000140982773	0.990661569882	N\A	0.022395340282	0.003217901899	0.020876415817	0.003679832042	46	9	-0.037352212329	Global Trend	
3550000	591.176763	1	-1.097222561227	1.073027149105	-0.041585493882	0.008520327906	0.005616258990	0.000058483256	0.991241072462	N\A	0.024733191095	0.004614887205	0.015275734423	0.003464929358	49	7	-0.005615000951	Global Trend	
3600000	606.095230	1	-0.976738322773	0.937447174548	-0.025730620740	0.100869130711	-0.010250103400	0.000081907107	0.999715493611	N\A	0.020099496374	0.002254312195	0.021324163030	0.003194712829	46	5	-0.214862556790	Global Trend	
3650000	591.441511	1	-0.917206576198	0.931195239583	-0.027809790350	0.102775427571	-0.008839305182	0.000063971399	0.999561693775	N\A	0.019628283347	0.002140952809	0.020822999478	0.003183303998	34	3	0.111346010014	Global Trend	
3700000	586.489658	1	-0.861435140873	0.898207242452	-0.025122455766	0.142180565840	-0.015059664373	0.000112416764	0.999856636169	N\A	0.022615344275	0.002836963168	0.024429003663	0.004034512936	28	3	-0.507146471646	Global Trend	
3750000	569.505060	1	-0.862182279375	0.942585344477	-0.027513436038	0.091275182389	-0.003411027360	0.000097269405	0.994714353350	N\A	0.023891418793	0.003066971189	0.024668557623	0.004096564137	38	2	0.043351880704	Global Trend	
3800000	586.291414	1	-0.816071522732	0.894603216598	-0.025306516691	0.102075322283	-0.002259788557	0.000072211763	0.974676568162	N\A	0.048958156866	0.006239430108	0.028955900237	0.004841639528	35	4	0.004653106795	Global Trend	
3850000	611.914634	1	-1.058967008246	1.043542351393	-0.039847203679	0.041171607213	0.001791920972	0.000047018335	0.989288988677	N\A	0.033097139973	0.004159648540	0.022733872708	0.003453443855	35	8	-0.004977350894	Global Trend	
3900000	563.756123	1	-0.789373186885	0.865971239500	-0.025918340133	0.174142328776	-0.014088794671	0.000067101206	0.999971055273	N\A	0.022128877502	0.002813488164	0.023720474686	0.003521188259	43	1	-0.530328499395	Global Trend	
3950000	587.493812	1	-0.881216199692	0.977397369844	-0.031719230924	0.061129010794	-0.001561752939	0.000054996016	0.992306774314	N\A	0.022466597670	0.002770649601	0.022299334014	0.003343252788	27	7	0.019608014670	Global Trend	
4000000	576.218765	1	-0.818082387910	0.897363063870	-0.025080720747	0.139015495054	-0.011128895274	0.000065334088	0.999890394645	N\A	0.022686174578	0.002629327655	0.024315131819	0.003833131311	38	3	-0.246392229627	Global Trend	
4050000	596.704586	1	-0.902744304866	0.907782149580	-0.025668476639	0.130375327455	-0.012975309872	0.000071074515	0.999977966958	N\A	0.020296842688	0.002376982225	0.021674147377	0.003035202260	39	4	0.653867825698	Global Trend	
4100000	599.851818	1	-0.797010135883	0.923364944549	-0.027536951272	0.112346651321	-0.008318421104	0.000064885374	0.999950523717	N\A	0.018901209798	0.002339825076	0.020345405319	0.002931989512	36	8	0.365519622112	Global Trend	
4150000	585.653088	1	-0.767734154318	0.952982072333	-0.028926685816	0.077839529142	-0.003852664750	0.000119408513	0.999669155433	N\A	0.021550088485	0.002870865859	0.023292718553	0.004163177538	33	2	-0.322320188764	Global Trend	
4200000	569.478569	1	-0.965058189756	1.016190197737	-0.030081040947	0.012254080717	0.001143826860	0.000080471336	0.999747569186	N\A	0.018101434662	0.002675832572	0.019661836876	0.003605080221	48	1	0.185554701902	Global Trend	
4250000	591.664625	1	-0.891578045569	0.980992332727	-0.026310335197	0.049495225274	-0.004718530851	0.000078368238	0.999969680607	N\A	0.020536534187	0.002872355117	0.022358463537	0.003961688520	39	4	-0.635458502524	Global Trend	
4300000	592.148657	1	-0.683628224799	0.964784546380	-0.033316768177	0.083993639704	-0.002579176842	0.000096486799	0.997123704338	N\A	0.021230509578	0.002698935259	0.022184683662	0.003465850754	38	4	0.089699656140	Global Trend	
4350000	574.126587	1	-0.816883213652	0.917314027749	-0.030066611089	0.106950011511	-0.005147321236	0.000075596552	0.982927329476	N\A	0.029629111814	0.003719929339	0.025002725129	0.003904074330	35	3	0.015750938699	Global Trend	
4400000	592.570827	1	-0.908538073416	0.961567339760	-0.024933229698	0.072147337928	-0.007712013183	0.000052447065	0.999797143210	N\A	0.021337028043	0.002683194789	0.022903454408	0.003776121308	34	5	-0.122638798937	Global Trend	
4450000	609.173211	1	-0.821564574897	0.914345290200	-0.025763498713	0.111380432160	-0.010154940787	0.000019978872	0.984100013557	N\A	0.040152149406	0.004760785268	0.023991959436	0.003767129792	41	5	0.001561137555	Global Trend	
4500000	592.959625	1	-1.045197120870	0.988175238366	-0.029108483957	0.075555658949	-0.007835893922	0.000102193482	0.984415447757	N\A	0.030040691736	0.003605542052	0.023356428506	0.003308476071	46	4	-0.017394987404	Global Trend	
4550000	589.841459	1	-0.980161525043	0.929350037635	-0.021494902214	0.104211193650	-0.012230655117	0.000076862664	0.999998146263	N\A	0.020944361236	0.002734347853	0.022588008693	0.003726040967	43	5	2.231793184278	Global Trend	
4600000	573.688829	1	-0.850816069738	0.918930734005	-0.027056525114	0.116597693716	-0.008314567363	0.000085589448	0.999787476758	N\A	0.021655009986	0.002770918615	0.023352274956	0.003719178585	49	4	0.160638035409	Global Trend	
4650000	601.039939	1	-1.087143410396	1.049236887564	-0.036844757463	0.022234451483	0.001332531383	0.000063784036	0.986550934356	N\A	0.028874556684	0.004243766900	0.020244130155	0.003843019584	39	5	-0.006811194365	Global Trend	
4700000	599.044059	1	-0.987493471381	1.005323597217	-0.031806722499	0.047882131634	-0.002730128207	0.000059549875	0.981985190339	N\A	0.040077624965	0.005365993022	0.023950352619	0.004035529098	30	3	-0.004505659654	Global Trend	
4750000	587.828268	1	-1.013506002623	1.026108422585	-0.038542150240	0.028702666820	0.003638198619	0.000078921468	0.989278782972	N\A	0.024287144795	0.003597215306	0.021577540844	0.003768675047	45	3	-0.016555365418	Global Trend	
4800000	592.863474	1	-0.904774026245	0.910939039043	-0.018124439169	0.107209603750	-0.015805157147	0.000065990644	0.985853282986	N\A	0.026978002506	0.003619531311	0.022540979444	0.003979820194	40	4	0.012754440540	Global Trend	
4850000	575.805806	1	-0.903960381582	0.974644320900	-0.034876765408	0.064408677269	0.001297751510	0.000054746148	0.990357308375	N\A	0.024625903142	0.003219039673	0.023575569755	0.004104345793	38	5	-0.014150755730	Global Trend	
4900000	596.095565	1	-0.915079217375	0.952628290206	-0.028171316747	0.083941789705	-0.008123963408	0.000073879746	0.999973199888	N\A	0.020418272566	0.002937495385	0.022142617218	0.003818472097	53	4	-0.562810291599	Global Trend	
4950000	588.499211	1	-1.003681464864	0.947337518676	-0.025667344984	0.086748557344	-0.008435507082	0.000052175089	0.999987045537	N\A	0.020603443670	0.002612224126	0.022149114358	0.003665353505	32	7	0.556833790847	Global Trend	
5000000	604.181441	1	-1.074888083051	0.975501269208	-0.025431630781	0.054753867814	-0.005602622953	0.000062143334	0.999981945445	N\A	0.018480528376	0.002333378472	0.019831695878	0.003117804005	39	5	0.623225376227	Global Trend	
5050000	579.129670	1	-0.742350142727	0.912335239140	-0.025066981942	0.086375666059	-0.003089316936	0.000092197098	0.979288244934	N\A	0.035306700965	0.004590855457	0.025788791984	0.004125118915	40	2	-0.012505416196	Global Trend	
5100000	579.960041	1	-0.864779383479	0.958325326013	-0.029674391011	0.074467393477	-0.002957197364	0.000059421269	0.999990273915	N\A	0.020685249755	0.002605898547	0.022219578235	0.003460153451	37	4	0.712574327784	Global Trend	
5150000	595.411942	1	-0.892114647201	0.938673008856	-0.028653331525	0.098922210754	-0.007977673820	0.000065247184	0.999462062453	N\A	0.021294850092	0.002705689735	0.022661650250	0.003630184227	33	5	-0.130764509703	Global Trend	
5200000	603.953459	1	-0.901687456519	0.955725393786	-0.030584764678	0.099597812743	-0.009845892170	0.000050524475	0.980149989424	N\A	0.058267738221	0.006966402123	0.030477989533	0.004861920678	37	6	-0.001117351817	Global Trend	
5250000	586.147391	1	-0.907328169388	0.921310165946	-0.027108880877	0.109537020759	-0.010460765583	0.000053669237	0.998285602961	N\A	0.022114484487	0.002726811363	0.023498724674	0.003644420466	37	4	0.048715070490	Global Trend	
5300000	588.708169	1	-0.868980487607	0.929142293319	-0.028399915980	0.106015731213	-0.006720629529	0.000071517648	0.999989742473	N\A	0.021437160997	0.002674516776	0.023066109253	0.003933963883	42	5	-0.976298805141	Global Trend	
5350000	583.810050	1	-0.948640050346	0.955125870742	-0.031290886290	0.084332929856	-0.006005823945	0.000140697254	0.999213385449	N\A	0.020366920921	0.002763808605	0.022001430184	0.003895552135	37	4	-0.187187924282	Global Trend	
5400000	591.052166	1	-0.990097443818	0.935011020860	-0.027555817478	0.114247877668	-0.010542722844	0.000096644469	0.992921351506	N\A	0.023537964994	0.002857425474	0.022973016204	0.003688789845	50	5	-0.042100999693	Global Trend	
5450000	589.422730	1	-0.908297845310	0.975876346881	-0.030406425781	0.058662526728	-0.003973515317	0.000075600014	0.999500375948	N\A	0.019344669286	0.002398764048	0.020817745638	0.003275076295	50	3	0.107832617641	Global Trend	
5500000	585.526340	1	-1.055299933654	1.018837005118	-0.037490837068	0.073453216500	-0.003665286585	0.000073215107	0.979062739233	N\A	0.039825922122	0.004906953980	0.025854241550	0.004252118668	41	3	-0.005575737389	Global Trend	
5550000	587.721555	1	-1.035914449919	0.941762858521	-0.032093332442	0.115221333732	-0.005697187857	0.000089140553	0.992123078907	N\A	0.024820710470	0.003367997970	0.025062661401	0.004452142149	44	4	-0.035703512359	Global Trend	
5600000	583.149712	1	-1.021285006958	0.977569640378	-0.028484114288	0.070797256467	-0.007010243799	0.000144342307	0.984733851459	N\A	0.030378288588	0.003493185384	0.024555551412	0.003806722689	31	3	-0.025443771256	Global Trend	
5650000	605.519395	1	-0.963534570452	0.959456420309	-0.026187150661	0.088800636268	-0.009884051189	0.000054832784	0.986516941060	N\A	0.026661534334	0.003092808846	0.021750385536	0.003204579558	40	4	-0.011313300643	Global Trend	
5700000	594.956059	1	-1.050581809144	1.068834903044	-0.047617592332	0.053297885547	0.004007888112	0.000094530045	0.977966600806	N\A	0.066570861175	0.008610039783	0.032396620121	0.005564540891	37	5	0.000222828847	Global Trend	
5750000	594.734734	1	-1.053194166202	1.026885429782	-0.038053576441	0.061056705475	-0.001314440480	0.000093121210	0.985628733010	N\A	0.035517044555	0.005352960309	0.021296360249	0.004165276861	46	5	-0.004016444756	Global Trend	
5800000	588.447237	1	-0.835336561754	0.875605495308	-0.023220519128	0.151419575363	-0.013414916111	0.000061205836	0.987347252256	N\A	0.025445055434	0.003512982343	0.020858527614	0.003597047477	40	3	0.009020279257	Global Trend	
5850000	576.635847	1	-1.011128027390	1.003088983201	-0.043148421419	0.059701040881	0.007627885421	0.000074768170	0.987997761113	N\A	0.026400724728	0.003483548892	0.022626067705	0.003733816090	40	2	-0.016409675649	Global Trend	
5900000	584.559033	1	-0.799502777007	0.916126872915	-0.031580680502	0.115877293979	-0.003368362982	0.000075624706	0.992306503177	N\A	0.022845821831	0.003023880371	0.021790640940	0.003579605588	33	4	-0.019471294150	Global Trend	
5950000	578.775021	1	-0.992494139157	1.020082044378	-0.036320369958	0.043858208541	-0.000562994236	0.000094155871	0.977417521311	N\A	0.054422941021	0.006576573051	0.029117801198	0.004683431322	30	3	-0.001797897927	Global Trend	
6000000	587.484192	1	-0.797406262568	0.882413136010	-0.028102963420	0.157406943169	-0.010813778071	0.000044448854	0.999686178453	N\A	0.022158191263	0.002678595042	0.023814790760	0.003593115158	49	2	0.071840594344	Global Trend	
6050000	588.487795	1	-0.914308638226	0.939501511384	-0.029865145447	0.109422151579	-0.010127548160	0.000069516146	0.992509520411	N\A	0.022945745084	0.002448492848	0.022011971648	0.003257424693	40	3	-0.020456989546	Global Trend	
6100000	565.886191	1	-0.969159223894	0.937775659156	-0.027441762849	0.131594875803	-0.013517817278	0.000199211804	0.985192210286	N\A	0.035782396330	0.004863446644	0.020501421503	0.003990825106	37	2	-0.019807341682	Global Trend	
6150000	588.862691	1	-0.880493618137	0.924464626218	-0.026429028793	0.097887529657	-0.008146774866	0.000069766714	0.993594381528	N\A	0.020623635240	0.002753122117	0.020891434663	0.003697518189	38	3	0.026071722412	Global Trend	
6200000	601.107143	1	-0.929299806155	0.958970352354	-0.029426815065	0.088697356602	-0.006538681886	0.000044998724	0.984863983369	N\A	0.030575797456	0.003661674972	0.023637952811	0.003825638314	31	3	-0.007314102912	Global Trend	
6250000	605.501442	1	-0.922381381482	0.953343383759	-0.027015476941	0.083643667785	-0.008056901820	0.000079525738	0.990196090804	N\A	0.022591984970	0.002594931396	0.020356165596	0.003219924868	47	5	0.028900506749	Global Trend	
6300000	590.092396	1	-0.765658950618	0.917344765812	-0.028454231216	0.121809385425	-0.009899686044	0.000108686307	0.997737110426	N\A	0.019707095231	0.002566013271	0.020668835691	0.003386813045	57	4	0.075552890698	Global Trend	
