Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  HIP_d1_m8-fab-006.txt
Log File Name:                   HIP_d1_m8-fab-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1320123099
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   HIP_d1_m8-fab-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.233350
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.70 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	459.928557	1	-1.106147889438	1.137565187165	-0.034170873664	-0.023182958784	0.000090691464	0.952585883128	N\A	0.062217409812	0.008670737235	0.024998187299	42	6	
1050000	465.302490	1	-1.171480137037	1.194787026766	-0.054769271591	0.015933725799	0.000087614210	0.959836657832	N\A	0.055541595712	0.007758165392	0.023582206872	39	6	
1100000	463.372407	1	-0.916984902896	1.047134128590	-0.046810224904	0.077697070531	0.000026422271	0.955774631167	N\A	0.054484839232	0.007268391158	0.021737706010	39	4	
1150000	434.812328	1	-1.205402650910	1.178277211974	-0.044441487744	0.005645579470	0.000028356122	0.969600367551	N\A	0.056694186022	0.006461881505	0.023599417837	30	2	
1200000	453.889744	1	-1.176915278380	1.176048004144	-0.045419750155	0.005727003413	0.000007303159	0.962361037460	N\A	0.064334514308	0.008707602109	0.025654760817	48	3	
1250000	478.937460	1	-1.073433688775	1.124226325984	-0.036589368503	-0.011589089965	0.000012930782	0.965363635670	N\A	0.050905691397	0.007052160012	0.021538960474	50	6	
1300000	456.971670	1	-1.015105069793	1.072831329058	-0.041245629126	0.045810806933	0.000027192466	0.957869244701	N\A	0.059978681255	0.008150415337	0.024846780897	46	6	
1350000	458.760415	1	-1.111857586609	1.166194318305	-0.051043997940	0.012867451060	0.000009675298	0.957348759277	N\A	0.058447957538	0.008408439213	0.023881491114	46	5	
1400000	472.080810	1	-1.108350872958	1.129607291046	-0.037847511988	0.004740719218	0.000016642424	0.961871080806	N\A	0.056438470789	0.007529226018	0.023199899858	39	8	
1450000	470.859252	1	-1.105767851333	1.129504156483	-0.037230049254	-0.003762776930	0.000007199214	0.959046395394	N\A	0.060293155911	0.007611897611	0.024772501090	52	6	
