Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SCH_d1_m7-VR-004.txt
Log File Name:                   SCH_d1_m7-VR-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3711607917
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SCH_d1_m7-VR-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	434.876800	1	-1.560052958481	1.067984788869	-0.066410357763	-0.002337227720	0.000125104609	0.958560680045	N\A	0.039842066672	0.035307537010	0.004106665421	39	18	
1050000	447.514638	1	-1.299138448040	0.876385093562	0.140738152146	-0.020720577708	0.000103059459	0.956134872404	N\A	0.038071906651	0.035124006030	0.004004185312	44	23	
1100000	462.262533	1	-1.468503460897	0.979011336082	0.051056528079	-0.015290593077	0.000111092200	0.964397446179	N\A	0.035631154710	0.031221921133	0.003757608292	35	29	
1150000	455.018278	1	-1.441535612663	0.970410707301	0.072951896361	-0.021957915165	0.000079387165	0.962282368472	N\A	0.037741362278	0.032327574106	0.003870741933	54	31	
1200000	459.818305	1	-1.476751701189	0.983647385636	0.039002911777	-0.013298703416	0.000125428886	0.963904894391	N\A	0.037822632252	0.034000705019	0.004400851584	49	32	
1250000	449.946881	1	-1.455903533968	0.960019044761	0.088710589605	-0.021590061116	0.000093780095	0.957730460395	N\A	0.041428364620	0.036301590033	0.004397502191	43	25	
1300000	447.043570	1	-1.368709017847	0.902232857286	0.136769801425	-0.021923221565	0.000100375958	0.962375989660	N\A	0.038635727979	0.034084736112	0.003796087754	39	26	
1350000	440.133087	1	-1.453580059573	1.004780204585	-0.016561189174	-0.005451429699	0.000195118182	0.957108105771	N\A	0.039846065135	0.036022698675	0.004243157101	36	30	
1400000	458.818858	1	-1.372940497281	0.935246441683	0.064728039812	-0.010759677720	0.000055308339	0.961302431699	N\A	0.039079785434	0.035491096228	0.004374112405	38	19	
1450000	459.618688	1	-1.514870441808	0.987818787646	0.054173712152	-0.014529957089	0.000111895975	0.960452398099	N\A	0.041635366527	0.036079780877	0.003996244553	49	26	
1500000	441.755320	1	-1.527519270492	1.034301350865	-0.000197515915	-0.011826866328	0.000094423982	0.960502276168	N\A	0.039520308718	0.035313371228	0.004261377628	42	28	
1550000	447.785856	1	-1.524550009699	1.040168835057	-0.045520668208	-0.002082357836	0.000108767455	0.961657407911	N\A	0.041256522716	0.035688810562	0.004119253687	51	21	
1600000	465.311787	1	-1.424743120798	0.971207760005	0.048246747996	-0.015841851751	0.000105649311	0.957839298421	N\A	0.040200635132	0.035205564078	0.003929065087	40	20	
1650000	459.137792	1	-1.310175802165	0.907181537231	0.086014953113	-0.014738791215	0.000116419233	0.961271208401	N\A	0.038426908802	0.034173096124	0.004097969032	53	25	
1700000	437.193945	1	-1.464320192867	0.955794649673	0.078125286802	-0.014485095102	0.000126317818	0.960828896175	N\A	0.038136868039	0.034410011725	0.004093129860	49	19	
1750000	453.111315	1	-1.553723187217	0.987935332320	0.116815032234	-0.029137160971	0.000139168937	0.958223035546	N\A	0.037885962636	0.034522931390	0.004328671659	42	27	
1800000	448.588860	1	-1.467187463834	0.954520173890	0.078966296430	-0.016699535893	0.000136248760	0.961856887365	N\A	0.034271201008	0.033188478580	0.004207096018	34	21	
1850000	463.453694	1	-1.310354559930	0.888822123321	0.114859777460	-0.014714990687	0.000084959543	0.963646259823	N\A	0.037575321542	0.031799134125	0.003750576817	49	29	
1900000	455.827107	1	-1.564388043979	1.028885038083	0.008039504060	-0.010315536790	0.000123952983	0.960971607743	N\A	0.039920786248	0.035908804834	0.004259521309	54	17	
1950000	451.485336	1	-1.335339772300	0.919497595827	0.087522363709	-0.017638045199	0.000085266912	0.960665120203	N\A	0.040568890354	0.035396681562	0.003866905791	56	21	
2000000	471.451571	1	-1.246624982876	0.876049481065	0.097180980354	-0.012631601510	0.000093431729	0.967092925712	N\A	0.038622848442	0.033956382457	0.003930596128	56	22	
2050000	447.797063	1	-1.443233716579	0.983925676856	0.036659823958	-0.017069416130	0.000116700427	0.957627541955	N\A	0.039776699101	0.036525015393	0.004415889149	44	20	
2100000	451.169752	1	-1.398188411857	0.942857081440	0.050499829565	-0.008736319075	0.000097926414	0.960981685572	N\A	0.040151085893	0.035101656722	0.004091399425	48	28	
2150000	451.284880	1	-1.360041292060	0.911652401030	0.111702526362	-0.018474145081	0.000111609328	0.959137123752	N\A	0.041044968399	0.036280319141	0.004368512163	48	21	
2200000	458.249033	1	-1.470693058711	0.977653666948	0.061039488879	-0.018450497303	0.000078350588	0.964841559527	N\A	0.038406481320	0.034393585224	0.004294162444	37	28	
2250000	442.120871	1	-1.494587693763	1.029224370159	-0.006582645152	-0.014423222888	0.000134447611	0.955734077416	N\A	0.038630085295	0.035052307429	0.004306186017	40	17	
2300000	447.528140	1	-1.631072908614	1.079661689853	-0.028676698012	-0.012148634764	0.000115304551	0.957344019627	N\A	0.043915455946	0.037691035196	0.004329407914	45	25	
2350000	446.958869	1	-1.477450873925	1.010078957523	0.000310246823	-0.007671613142	0.000135691399	0.958370759594	N\A	0.037999329733	0.034686246458	0.004528712721	36	25	
2400000	445.907686	1	-1.396496323692	0.950750336378	0.069751720692	-0.016829467357	0.000132688923	0.967470622208	N\A	0.037755600930	0.034995759116	0.003826964372	53	33	
2450000	465.595002	1	-1.438709166513	0.962602080764	0.072663798421	-0.018790373816	0.000102589866	0.960424863648	N\A	0.037957610640	0.033946262493	0.004046029885	41	19	
2500000	437.867653	1	-1.537427776097	1.004476891057	0.047903435597	-0.016550251092	0.000193347235	0.958819015717	N\A	0.041849197790	0.036586870018	0.004240705994	45	20	
2550000	444.185857	1	-1.417948254294	0.947185287178	0.096423695290	-0.022642464129	0.000141382381	0.957942845272	N\A	0.038785062751	0.035327201384	0.004352060437	44	19	
2600000	464.653344	1	-1.472670417373	0.982137773019	0.061789527718	-0.020966061981	0.000128097674	0.961322598556	N\A	0.038498115459	0.034078353243	0.004102813463	50	19	
2650000	456.923240	1	-1.336973390677	0.920144382589	0.086578375236	-0.017320864735	0.000103622010	0.963784018681	N\A	0.038237127911	0.033875298095	0.004191513177	52	29	
2700000	450.072667	1	-1.408438822845	0.977271636726	0.006043407298	-0.006432772339	0.000128690081	0.958469436039	N\A	0.038906957273	0.035387315518	0.004089588767	36	19	
2750000	446.259703	1	-1.449713404450	0.961114298660	0.076259864339	-0.014273908190	0.000105577241	0.964310175334	N\A	0.037731001534	0.033495631136	0.003491464970	44	18	
2800000	454.791204	1	-1.476141586084	1.012074603992	0.021110954093	-0.014055669841	0.000097681070	0.961723764216	N\A	0.040311057909	0.036058746758	0.003945621704	47	33	
2850000	454.229083	1	-1.489474619325	0.999422496698	0.035349197999	-0.015370609086	0.000131538443	0.958290463687	N\A	0.035028160795	0.030535844605	0.003947850562	45	23	
